"hotel";"is_canceled";"lead_time";"arrival_date_year";"arrival_date_month";"arrival_date_day_of_month";"stays_in_weekend_nights";"stays_in_week_nights";"adults";"children";"babies";"meal";"country";"market_segment";"distribution_channel";"is_repeated_guest";"previous_cancellations";"previous_bookings_not_canceled";"reserved_room_type";"assigned_room_type";"booking_changes";"deposit_type";"agent";"company";"days_in_waiting_list";"customer_type";"adr";"required_car_parking_spaces";"total_of_special_requests";"reservation_status";"reservation_status_date"
"Resort Hotel";1;24;2016;"October";21;0;1;2;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;0;"D";"D";1;"No Deposit";"";"";0;"Transient-Party";60;0;1;"Canceled";"2016-10-11"
"Resort Hotel";1;24;2016;"October";21;0;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";75;0;2;"Canceled";"2016-10-21"
"Resort Hotel";1;24;2016;"October";27;0;3;2;0;0;"BB";"ITA";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";70;0;1;"Canceled";"2016-10-09"
"Resort Hotel";1;24;2016;"September";12;1;2;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";173;0;1;"Canceled";"2016-08-22"
"Resort Hotel";1;24;2016;"September";30;2;3;2;0;0;"BB";"IRL";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";101;0;1;"Canceled";"2016-09-12"
"Resort Hotel";1;24;2017;"April";8;0;1;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"F";0;"No Deposit";"240";"";0;"Transient";147;0;1;"No-Show";"2017-04-08"
"Resort Hotel";1;24;2017;"April";10;1;3;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";121;0;1;"Canceled";"2017-03-21"
"Resort Hotel";1;24;2017;"April";16;1;0;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";85;0;0;"Canceled";"2017-03-23"
"Resort Hotel";1;24;2017;"April";18;0;5;3;1;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"H";"H";0;"No Deposit";"240";"";0;"Transient";223;0;0;"Canceled";"2017-04-06"
"Resort Hotel";1;24;2017;"August";4;1;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"15";"";0;"Transient";193;0;1;"Canceled";"2017-07-20"
"Resort Hotel";1;24;2017;"August";15;2;5;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";224;0;1;"Canceled";"2017-08-03"
"Resort Hotel";1;24;2017;"August";23;2;4;2;0;0;"BB";"AGO";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";217;0;1;"Canceled";"2017-08-13"
"Resort Hotel";1;24;2017;"August";31;0;1;1;0;0;"HB";"PRT";"Direct";"Direct";0;0;0;"A";"A";0;"No Deposit";"";"";0;"Transient-Party";178;0;1;"No-Show";"2017-08-31"
"Resort Hotel";1;24;2017;"August";31;0;1;2;0;0;"HB";"PRT";"Direct";"Direct";0;0;0;"A";"A";0;"No Deposit";"";"";0;"Transient-Party";202;0;4;"No-Show";"2017-08-31"
"Resort Hotel";1;24;2017;"February";10;0;2;2;1;0;"HB";"IRL";"Online TA";"TA/TO";0;0;0;"H";"H";0;"No Deposit";"240";"";0;"Transient";141;0;0;"Canceled";"2017-01-20"
"Resort Hotel";1;24;2017;"February";10;0;2;3;0;0;"HB";"IRL";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";100;0;0;"Canceled";"2017-01-20"
"Resort Hotel";1;24;2017;"February";16;0;3;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";68;0;1;"Canceled";"2017-01-28"
"Resort Hotel";1;24;2017;"January";27;0;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";48;0;1;"Canceled";"2017-01-23"
"Resort Hotel";1;24;2017;"January";27;0;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";48;0;1;"Canceled";"2017-01-11"
"Resort Hotel";1;24;2017;"July";11;0;4;2;0;0;"BB";"RUS";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";180;0;1;"Canceled";"2017-06-21"
"Resort Hotel";1;24;2017;"July";15;1;1;2;0;0;"BB";"AUS";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";171;0;2;"Canceled";"2017-07-11"
"Resort Hotel";1;24;2017;"July";24;1;4;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"E";"E";0;"No Deposit";"250";"";0;"Transient";228;0;0;"Canceled";"2017-07-01"
"Resort Hotel";1;24;2017;"June";5;1;2;2;2;0;"BB";"ARG";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";213;0;0;"Canceled";"2017-05-22"
"Resort Hotel";1;24;2017;"March";13;1;0;1;0;0;"BB";"PRT";"Groups";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"66";"";0;"Transient-Party";32;0;0;"Canceled";"2017-03-06"
"Resort Hotel";1;24;2017;"March";13;1;0;2;0;0;"BB";"PRT";"Groups";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"66";"";0;"Transient-Party";36;0;0;"Canceled";"2017-03-06"
"Resort Hotel";1;24;2017;"March";15;2;5;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";68;0;0;"Canceled";"2017-02-22"
"Resort Hotel";1;24;2017;"March";17;0;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";68;0;1;"Canceled";"2017-03-12"
"Resort Hotel";1;24;2017;"March";31;0;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";70;0;1;"Canceled";"2017-03-19"
"Resort Hotel";1;24;2017;"May";11;2;3;2;2;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"C";"C";0;"No Deposit";"240";"";0;"Transient";130;0;2;"Canceled";"2017-04-17"
"Resort Hotel";1;24;2017;"May";26;1;2;3;1;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"H";"H";0;"No Deposit";"240";"";0;"Transient";210;0;0;"Canceled";"2017-05-09"
"Resort Hotel";1;25;2015;"August";2;1;0;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";144;0;2;"Canceled";"2015-07-08"
"Resort Hotel";1;25;2015;"August";24;1;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";172;0;1;"Canceled";"2015-08-11"
"Resort Hotel";1;25;2015;"December";7;2;5;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";44;0;0;"Canceled";"2015-11-13"
"Resort Hotel";1;25;2015;"December";26;1;1;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;1;0;"E";"E";1;"No Deposit";"339";"";0;"Group";45;0;1;"Canceled";"2015-12-03"
"Resort Hotel";1;25;2015;"December";26;1;1;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;1;0;"E";"E";1;"No Deposit";"339";"";0;"Transient";45;0;1;"Canceled";"2015-12-03"
"Resort Hotel";1;25;2015;"July";25;2;6;1;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"A";"A";0;"No Deposit";"250";"";0;"Transient";132;0;0;"Canceled";"2015-07-03"
"Resort Hotel";1;25;2015;"July";31;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";153;0;2;"Canceled";"2015-07-06"
"Resort Hotel";1;25;2015;"July";31;0;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";153;0;0;"Canceled";"2015-07-06"
"Resort Hotel";1;25;2015;"November";4;2;9;1;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;0;"A";"A";0;"No Deposit";"";"281";0;"Transient-Party";40;0;0;"Canceled";"2015-10-22"
"Resort Hotel";1;25;2015;"November";4;2;9;2;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;0;"A";"A";1;"No Deposit";"";"281";0;"Transient-Party";48;0;0;"Canceled";"2015-10-22"
"Resort Hotel";1;25;2015;"October";26;1;2;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"8";"";0;"Contract";49;0;1;"Canceled";"2015-10-14"
"Resort Hotel";1;25;2016;"April";23;0;1;1;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";87;0;0;"Canceled";"2016-03-29"
"Resort Hotel";1;25;2016;"April";29;1;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";77;0;0;"Canceled";"2016-04-08"
"Resort Hotel";1;25;2016;"August";29;1;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";189;0;2;"Canceled";"2016-08-05"
"Resort Hotel";1;25;2016;"December";10;2;1;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";52;0;1;"Canceled";"2016-11-18"
"Resort Hotel";1;25;2016;"February";12;0;2;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";98;0;1;"Canceled";"2016-01-28"
"Resort Hotel";1;25;2016;"February";13;0;1;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"6";"";0;"Transient";29;0;0;"Canceled";"2016-02-11"
"Resort Hotel";1;25;2016;"January";2;2;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;1;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";46;0;1;"Canceled";"2015-12-10"
"Resort Hotel";1;25;2016;"July";15;0;2;2;0;0;"BB";"FIN";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";169;0;0;"Canceled";"2016-06-28"
"Resort Hotel";1;25;2016;"July";18;3;5;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"A";"A";1;"No Deposit";"";"";0;"Transient";160;0;2;"Canceled";"2016-07-04"
"Resort Hotel";1;25;2016;"March";13;2;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"242";"";0;"Transient";46;0;1;"Canceled";"2016-03-08"
"Resort Hotel";1;25;2016;"March";18;2;4;1;0;0;"HB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"196";"";0;"Transient";38;0;0;"Canceled";"2016-03-12"
"Resort Hotel";1;25;2016;"May";12;2;3;2;2;0;"BB";"NOR";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";135;0;0;"Canceled";"2016-04-21"
"Resort Hotel";1;25;2016;"May";21;2;4;2;2;0;"BB";"ARE";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";135;0;0;"Canceled";"2016-05-02"
"Resort Hotel";1;25;2016;"November";7;1;4;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"241";"";0;"Transient";41;0;1;"Canceled";"2016-10-14"
"Resort Hotel";1;25;2016;"November";20;2;1;1;0;0;"BB";"CN";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";43;0;1;"Canceled";"2016-11-09"
"Resort Hotel";1;25;2016;"November";25;1;2;2;2;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"C";"C";0;"No Deposit";"175";"";0;"Transient";45;0;0;"Canceled";"2016-11-07"
"Resort Hotel";1;25;2016;"November";28;1;3;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"146";"";0;"Transient";32;0;0;"Canceled";"2016-11-07"
"Resort Hotel";1;25;2017;"April";11;2;7;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"E";"E";1;"No Deposit";"250";"";0;"Transient";116;0;1;"Canceled";"2017-04-10"
"Resort Hotel";1;25;2017;"April";11;2;7;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"E";"E";1;"Refundable";"250";"";0;"Transient";116;0;1;"Canceled";"2017-04-10"
"Resort Hotel";1;25;2017;"April";30;2;0;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";102;0;1;"Canceled";"2017-04-17"
"Resort Hotel";1;25;2017;"April";30;2;0;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";102;0;1;"Canceled";"2017-04-13"
"Resort Hotel";1;25;2017;"August";5;2;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"241";"";0;"Transient";250;0;0;"Canceled";"2017-07-12"
"Resort Hotel";1;25;2017;"August";21;1;2;2;0;0;"BB";"CN";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";270;0;1;"Canceled";"2017-07-27"
"Resort Hotel";1;25;2017;"August";26;2;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"242";"";0;"Transient";242;0;2;"No-Show";"2017-08-26"
"Resort Hotel";1;25;2017;"February";9;1;3;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";58;0;0;"Canceled";"2017-01-15"
"Resort Hotel";1;25;2017;"February";11;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"314";"";0;"Transient";54;0;0;"Canceled";"2017-01-18"
"Resort Hotel";1;25;2017;"February";20;1;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";48;0;3;"Canceled";"2017-01-31"
"Resort Hotel";1;25;2017;"February";24;2;2;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"6";"";0;"Transient";34;0;0;"Canceled";"2017-02-14"
"Resort Hotel";1;25;2017;"January";1;4;10;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"10";"";0;"Transient";41;0;0;"Canceled";"2016-12-07"
"Resort Hotel";1;25;2017;"July";16;2;1;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";210;0;2;"Canceled";"2017-07-07"
"Resort Hotel";1;25;2017;"July";17;1;1;2;2;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";338;0;1;"Canceled";"2017-07-04"
"Resort Hotel";1;25;2017;"July";26;2;4;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";245;0;1;"Canceled";"2017-07-02"
"Resort Hotel";1;25;2017;"July";28;2;2;2;0;0;"BB";"IRL";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";205;0;1;"Canceled";"2017-07-03"
"Resort Hotel";1;25;2017;"June";4;4;6;2;0;0;"BB";"PRT";"Corporate";"Corporate";0;0;0;"D";"D";0;"No Deposit";"531";"";0;"Transient";76;0;0;"No-Show";"2017-06-04"
"Resort Hotel";1;25;2017;"March";5;2;1;1;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";71;0;0;"Canceled";"2017-02-09"
"Resort Hotel";1;25;2017;"March";8;0;3;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";68;0;0;"Canceled";"2017-02-14"
"Resort Hotel";1;25;2017;"March";29;0;2;2;0;0;"BB";"FRA";"Online TA";"TA/TO";0;0;0;"A";"D";0;"No Deposit";"240";"";0;"Transient";65;0;2;"Canceled";"2017-03-22"
"Resort Hotel";1;25;2017;"May";17;0;3;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";90;0;1;"Canceled";"2017-04-30"
"Resort Hotel";1;26;2015;"August";24;1;2;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";191;0;2;"Canceled";"2015-08-22"
"Resort Hotel";1;26;2015;"December";19;0;1;2;0;0;"BB";"PRT";"Direct";"Direct";0;1;0;"D";"D";0;"No Deposit";"";"";0;"Transient";48;0;0;"Canceled";"2015-12-10"
"Resort Hotel";1;26;2015;"July";4;2;5;2;2;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"H";"H";0;"No Deposit";"240";"";0;"Transient";163;0;0;"Canceled";"2015-06-09"
"Resort Hotel";1;26;2015;"November";3;0;4;1;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"177";"";0;"Transient-Party";23;0;0;"Canceled";"2015-10-08"
"Resort Hotel";1;26;2015;"November";3;0;4;2;0;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"177";"";0;"Transient-Party";26;0;0;"Canceled";"2015-10-08"
"Resort Hotel";1;26;2015;"November";28;2;5;2;2;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";98;0;1;"Canceled";"2015-11-16"
"Resort Hotel";1;26;2015;"September";6;2;3;2;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"A";"A";0;"No Deposit";"250";"";0;"Transient";118;0;1;"Canceled";"2015-08-31"
"Resort Hotel";1;26;2015;"September";6;2;3;2;0;1;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"F";"F";0;"No Deposit";"242";"";0;"Transient";198;0;2;"Canceled";"2015-08-11"
"Resort Hotel";1;26;2016;"April";8;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";77;0;0;"Canceled";"2016-03-15"
"Resort Hotel";1;26;2016;"April";8;2;5;2;0;0;"BB";"DEU";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";65;0;0;"Canceled";"2016-03-14"
"Resort Hotel";1;26;2016;"April";13;0;3;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";56;0;0;"Canceled";"2016-04-10"
"Resort Hotel";1;26;2016;"April";26;0;4;2;0;0;"HB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"15";"";0;"Transient";78;0;0;"Canceled";"2016-04-13"
"Resort Hotel";1;26;2016;"April";29;1;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";88;0;0;"Canceled";"2016-04-16"
"Resort Hotel";1;26;2016;"August";17;1;4;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";219;0;0;"Canceled";"2016-07-23"
"Resort Hotel";1;26;2016;"August";20;1;1;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";286;0;0;"Canceled";"2016-08-01"
"Resort Hotel";1;26;2016;"August";20;1;1;3;1;0;"BB";"USA";"Online TA";"TA/TO";0;0;0;"H";"H";0;"No Deposit";"240";"";0;"Transient";304;0;0;"Canceled";"2016-07-30"
"Resort Hotel";1;26;2016;"August";28;2;1;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";221;0;1;"Canceled";"2016-08-11"
"Resort Hotel";1;26;2016;"December";9;2;6;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"241";"";0;"Transient";70;0;1;"Canceled";"2016-11-16"
"Resort Hotel";1;26;2016;"February";4;1;3;2;1;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";87;0;1;"Canceled";"2016-01-11"
"Resort Hotel";1;26;2016;"February";20;0;1;2;1;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";63;0;1;"Canceled";"2016-02-04"
"Resort Hotel";1;26;2016;"February";24;0;4;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";39;0;1;"Canceled";"2016-02-09"
"Resort Hotel";1;26;2016;"January";2;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";1;1;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";65;0;2;"Canceled";"2015-12-07"
"Resort Hotel";1;26;2016;"January";2;0;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";1;1;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";75;0;3;"Canceled";"2015-12-07"
"Resort Hotel";1;26;2016;"January";2;2;5;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;1;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";97;0;1;"Canceled";"2015-12-10"
"Resort Hotel";1;26;2016;"January";21;0;3;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";45;0;1;"Canceled";"2015-12-29"
"Resort Hotel";1;26;2016;"July";11;1;4;2;2;0;"BB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"C";"C";0;"No Deposit";"";"";0;"Transient";166;0;0;"Canceled";"2016-06-21"
"Resort Hotel";1;26;2016;"July";13;0;3;2;0;0;"HB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";2;"No Deposit";"240";"";0;"Transient";170;0;1;"Canceled";"2016-06-27"
"Resort Hotel";1;26;2016;"July";28;0;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";209;0;1;"Canceled";"2016-07-08"
"Resort Hotel";1;26;2016;"July";30;2;5;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";200;0;1;"Canceled";"2016-07-07"
"Resort Hotel";1;26;2016;"June";27;1;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";129;0;0;"Canceled";"2016-06-02"
"Resort Hotel";1;26;2016;"March";9;2;4;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"184";"";0;"Transient";41;0;0;"Canceled";"2016-03-07"
"Resort Hotel";1;26;2016;"May";26;0;3;4;0;0;"BB";"PRT";"Direct";"Direct";0;0;0;"H";"H";0;"No Deposit";"250";"";0;"Transient";175;0;0;"Canceled";"2016-05-23"
"Resort Hotel";1;26;2016;"November";4;1;2;2;0;0;"HB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"240";"";0;"Transient";85;0;0;"Canceled";"2016-10-09"
"Resort Hotel";1;26;2016;"September";11;2;2;2;0;0;"BB";"ESP";"Direct";"Direct";0;0;0;"F";"F";0;"No Deposit";"250";"";0;"Transient";169;0;0;"Canceled";"2016-08-26"
"Resort Hotel";1;26;2017;"April";3;1;3;2;0;0;"BB";"GBR";"Online TA";"TA/TO";0;0;0;"D";"D";0;"No Deposit";"175";"";0;"Transient";72;0;0;"Canceled";"2017-03-18"
"Resort Hotel";1;26;2017;"April";4;0;4;2;0;0;"BB";"RUS";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";105;0;0;"Canceled";"2017-03-12"
"Resort Hotel";1;26;2017;"April";13;0;2;3;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"242";"";0;"Transient";200;0;1;"Canceled";"2017-03-27"
"Resort Hotel";1;26;2017;"April";20;0;1;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";115;0;1;"Canceled";"2017-03-25"
"Resort Hotel";1;26;2017;"April";29;0;1;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";85;0;1;"Canceled";"2017-04-03"
"Resort Hotel";1;26;2017;"August";22;0;4;2;0;0;"FB";"PRT";"Direct";"Direct";0;0;0;"D";"D";0;"No Deposit";"250";"";0;"Transient";319;0;2;"Canceled";"2017-08-18"
"Resort Hotel";1;26;2017;"August";25;1;2;2;0;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";217;0;1;"Canceled";"2017-07-30"
"Resort Hotel";1;26;2017;"August";28;1;3;2;2;0;"BB";"ESP";"Online TA";"TA/TO";0;0;0;"G";"G";0;"No Deposit";"240";"";0;"Transient";286;0;0;"Canceled";"2017-08-06"
"Resort Hotel";1;26;2017;"February";11;2;3;2;0;0;"BB";"IRL";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";48;0;0;"Canceled";"2017-01-17"
"Resort Hotel";1;26;2017;"February";23;2;5;1;0;0;"HB";"PRT";"Offline TA/TO";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"40";"";0;"Transient";43;0;0;"Canceled";"2017-01-31"
"Resort Hotel";1;26;2017;"February";25;2;1;2;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"240";"";0;"Transient";72;0;0;"Canceled";"2017-02-01"
"Resort Hotel";1;26;2017;"February";25;2;1;2;0;0;"HB";"ESP";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";80;0;0;"Canceled";"2017-02-03"
"Resort Hotel";1;26;2017;"July";22;2;6;1;0;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";205;0;0;"Canceled";"2017-07-07"
"Resort Hotel";1;26;2017;"July";31;2;5;2;1;0;"BB";"PRT";"Online TA";"TA/TO";0;0;0;"E";"E";0;"No Deposit";"241";"";0;"Transient";266;0;1;"Canceled";"2017-07-06"
"Resort Hotel";1;26;2017;"June";18;2;3;2;0;0;"BB";"CN";"Online TA";"TA/TO";0;0;0;"A";"A";0;"No Deposit";"240";"";0;"Transient";136;0;1;"Canceled";"2017-06-03"
